date,cases,total_tests,County
2021-12-22,109.0,5669.0,Yolo
2021-12-23,76.0,3988.0,Yolo
2021-12-24,72.0,480.0,Yolo
2021-12-25,74.0,230.0,Yolo
2021-12-26,110.0,472.0,Yolo
2021-12-27,286.0,6910.0,Yolo
2021-12-28,293.0,5705.0,Yolo
2021-12-29,337.0,6558.0,Yolo
2021-12-30,239.0,4713.0,Yolo
2021-12-31,139.0,655.0,Yolo
2022-01-01,221.0,300.0,Yolo
2022-01-02,421.0,5232.0,Yolo
2022-01-03,676.0,8530.0,Yolo
2022-01-04,681.0,8528.0,Yolo
2022-01-05,651.0,9203.0,Yolo
2022-01-06,611.0,8175.0,Yolo
2022-01-07,557.0,7486.0,Yolo
2022-01-08,375.0,3546.0,Yolo
2022-01-09,294.0,3590.0,Yolo
2022-01-10,608.0,7729.0,Yolo
2022-01-11,596.0,7767.0,Yolo
2022-01-12,577.0,8421.0,Yolo
2022-01-13,415.0,6941.0,Yolo
2022-01-14,415.0,6860.0,Yolo
2022-01-15,241.0,2589.0,Yolo
2022-01-16,180.0,2520.0,Yolo
2022-01-17,393.0,4409.0,Yolo
2022-01-18,527.0,8464.0,Yolo
2022-01-19,397.0,7276.0,Yolo
2022-01-20,364.0,7397.0,Yolo
2022-01-21,288.0,5838.0,Yolo
2022-01-22,163.0,2421.0,Yolo
2022-01-23,178.0,2775.0,Yolo
2022-01-24,378.0,6317.0,Yolo
2022-01-25,293.0,6866.0,Yolo
2022-01-26,259.0,7398.0,Yolo
2022-01-27,217.0,5934.0,Yolo
2022-01-28,145.0,5837.0,Yolo
2022-01-29,105.0,2668.0,Yolo
2022-01-30,115.0,2770.0,Yolo
2022-01-31,219.0,6047.0,Yolo
2022-02-01,161.0,5821.0,Yolo
2022-02-02,150.0,5823.0,Yolo
2022-02-03,125.0,5340.0,Yolo
2022-02-04,109.0,5047.0,Yolo
2022-02-05,94.0,1729.0,Yolo
2022-02-06,85.0,2151.0,Yolo
2022-02-07,139.0,4940.0,Yolo
2022-02-08,111.0,5232.0,Yolo
2022-02-09,82.0,5486.0,Yolo
2022-02-10,70.0,4801.0,Yolo
2022-02-11,77.0,4703.0,Yolo
2022-02-12,33.0,1674.0,Yolo
2022-02-13,41.0,1754.0,Yolo
2022-02-14,67.0,3155.0,Yolo
2022-02-15,59.0,4708.0,Yolo
2022-02-16,52.0,5147.0,Yolo
2022-02-17,51.0,4089.0,Yolo
2022-02-18,38.0,3849.0,Yolo
2022-02-19,28.0,1402.0,Yolo
2022-02-20,31.0,1181.0,Yolo
2022-02-21,26.0,584.0,Yolo
2022-02-22,43.0,5608.0,Yolo
2022-02-23,37.0,5119.0,Yolo
2022-02-24,37.0,4515.0,Yolo
2022-02-25,26.0,4083.0,Yolo
2022-02-26,15.0,1425.0,Yolo
2022-02-27,21.0,1629.0,Yolo
2022-02-28,28.0,3862.0,Yolo
2022-03-01,36.0,4050.0,Yolo
2022-03-02,25.0,4432.0,Yolo
2022-03-03,18.0,3834.0,Yolo
2022-03-04,24.0,3664.0,Yolo
2022-03-05,17.0,1124.0,Yolo
2022-03-06,14.0,1298.0,Yolo
2022-03-07,26.0,3742.0,Yolo
2022-03-08,23.0,4138.0,Yolo
2022-03-09,26.0,4218.0,Yolo
2022-03-10,19.0,3575.0,Yolo
2022-03-11,13.0,3405.0,Yolo
2022-03-12,11.0,1215.0,Yolo
2022-03-13,7.0,1326.0,Yolo
2022-03-14,19.0,3728.0,Yolo
2022-03-15,16.0,4328.0,Yolo
2022-03-16,16.0,4223.0,Yolo
2022-03-17,23.0,4046.0,Yolo
2022-03-18,14.0,3504.0,Yolo
2022-03-19,11.0,1202.0,Yolo
2022-03-20,9.0,1238.0,Yolo
2022-03-21,19.0,2834.0,Yolo
2022-03-22,16.0,3134.0,Yolo
2022-03-23,20.0,3812.0,Yolo
2022-03-24,20.0,2343.0,Yolo
2022-03-25,6.0,621.0,Yolo
2022-03-26,12.0,3187.0,Yolo
2022-03-27,9.0,2876.0,Yolo
2022-03-28,21.0,4482.0,Yolo
2022-03-29,18.0,5362.0,Yolo
2022-03-30,13.0,5049.0,Yolo
2022-03-31,10.0,4353.0,Yolo
2022-04-01,16.0,4944.0,Yolo
2022-04-02,14.0,1208.0,Yolo
2022-04-03,12.0,1428.0,Yolo
2022-04-04,21.0,3845.0,Yolo
2022-04-05,14.0,3094.0,Yolo
2022-04-06,15.0,2766.0,Yolo
2022-04-07,25.0,3059.0,Yolo
2022-04-08,19.0,3389.0,Yolo
2022-04-09,9.0,1055.0,Yolo
2022-04-10,18.0,1348.0,Yolo
2022-04-11,31.0,3317.0,Yolo
2022-04-12,37.0,3629.0,Yolo
2022-04-13,55.0,3270.0,Yolo
2022-04-14,51.0,3048.0,Yolo
2022-04-15,41.0,3346.0,Yolo
2022-04-16,20.0,898.0,Yolo
2022-04-17,9.0,150.0,Yolo
2022-04-18,53.0,3549.0,Yolo
2022-04-19,57.0,3845.0,Yolo
2022-04-20,45.0,3394.0,Yolo
2022-04-21,49.0,3195.0,Yolo
2022-04-22,29.0,3652.0,Yolo
2022-04-23,21.0,774.0,Yolo
2022-04-24,28.0,1140.0,Yolo
2022-04-25,40.0,3344.0,Yolo
2022-04-26,64.0,3660.0,Yolo
2022-04-27,58.0,3635.0,Yolo
2022-04-28,49.0,3133.0,Yolo
2022-04-29,38.0,3347.0,Yolo
2022-04-30,33.0,1010.0,Yolo
2022-05-01,47.0,845.0,Yolo
2022-05-02,65.0,3141.0,Yolo
2022-05-03,79.0,3900.0,Yolo
2022-05-04,70.0,3253.0,Yolo
2022-05-05,75.0,3446.0,Yolo
2022-05-06,71.0,3890.0,Yolo
2022-05-07,47.0,1098.0,Yolo
2022-05-08,45.0,945.0,Yolo
2022-05-09,106.0,3109.0,Yolo
2022-05-10,109.0,4564.0,Yolo
2022-05-11,103.0,3746.0,Yolo
2022-05-12,115.0,3923.0,Yolo
2022-05-13,113.0,4087.0,Yolo
2022-05-14,62.0,1231.0,Yolo
2022-05-15,70.0,949.0,Yolo
2022-05-16,115.0,3645.0,Yolo
2022-05-17,135.0,4639.0,Yolo
2022-05-18,138.0,4343.0,Yolo
2022-05-19,112.0,3957.0,Yolo
2022-05-20,91.0,3827.0,Yolo
2022-05-21,70.0,1307.0,Yolo
2022-05-22,65.0,1003.0,Yolo
2022-05-23,127.0,3588.0,Yolo
2022-05-24,133.0,4160.0,Yolo
2022-05-25,104.0,3797.0,Yolo
2022-05-26,95.0,3682.0,Yolo
2022-05-27,105.0,3634.0,Yolo
2022-05-28,71.0,1247.0,Yolo
2022-05-29,54.0,707.0,Yolo
2022-05-30,50.0,392.0,Yolo
2022-05-31,191.0,5318.0,Yolo
2022-06-01,174.0,3726.0,Yolo
2022-06-02,84.0,3761.0,Yolo
2022-06-03,109.0,3506.0,Yolo
2022-06-04,63.0,1253.0,Yolo
2022-06-05,78.0,955.0,Yolo
2022-06-06,132.0,2900.0,Yolo
2022-06-07,158.0,3683.0,Yolo
2022-06-08,117.0,2686.0,Yolo
2022-06-09,105.0,2556.0,Yolo
2022-06-10,112.0,1912.0,Yolo
2022-06-11,90.0,930.0,Yolo
2022-06-12,64.0,582.0,Yolo
2022-06-13,121.0,1865.0,Yolo
2022-06-14,138.0,2469.0,Yolo
2022-06-15,108.0,1870.0,Yolo
2022-06-16,105.0,2175.0,Yolo
2022-06-17,91.0,1848.0,Yolo
2022-06-18,83.0,950.0,Yolo
2022-06-19,69.0,573.0,Yolo
2022-06-20,89.0,644.0,Yolo
2022-06-21,161.0,2861.0,Yolo
2022-06-22,132.0,1898.0,Yolo
2022-06-23,122.0,1902.0,Yolo
2022-06-24,104.0,1620.0,Yolo
2022-06-25,94.0,885.0,Yolo
2022-06-26,64.0,562.0,Yolo
2022-06-27,115.0,1462.0,Yolo
2022-06-28,126.0,1742.0,Yolo
2022-06-29,113.0,1751.0,Yolo
2022-06-30,102.0,2338.0,Yolo
2022-07-01,71.0,571.0,Yolo
2022-07-02,35.0,248.0,Yolo
2022-07-03,45.0,228.0,Yolo
2022-07-04,43.0,285.0,Yolo
2022-07-05,93.0,1349.0,Yolo
2022-07-06,86.0,925.0,Yolo
2022-07-07,83.0,959.0,Yolo
2022-07-08,58.0,596.0,Yolo
2022-07-09,52.0,276.0,Yolo
2022-07-10,49.0,346.0,Yolo
2022-07-11,79.0,933.0,Yolo
2022-07-12,66.0,839.0,Yolo
2022-07-13,68.0,722.0,Yolo
2022-07-14,62.0,948.0,Yolo
2022-07-15,65.0,587.0,Yolo
2022-07-16,46.0,232.0,Yolo
2022-07-17,44.0,339.0,Yolo
2022-07-18,77.0,948.0,Yolo
2022-07-19,68.0,868.0,Yolo
2022-07-20,61.0,684.0,Yolo
2022-07-21,56.0,941.0,Yolo
2022-07-22,63.0,529.0,Yolo
2022-07-23,53.0,241.0,Yolo
2022-07-24,35.0,310.0,Yolo
2022-07-25,72.0,791.0,Yolo
2022-07-26,61.0,983.0,Yolo
2022-07-27,48.0,591.0,Yolo
2022-07-28,43.0,758.0,Yolo
2022-07-29,40.0,394.0,Yolo
2022-07-30,34.0,221.0,Yolo
2022-07-31,27.0,314.0,Yolo
2022-08-01,60.0,819.0,Yolo
2022-08-02,50.0,870.0,Yolo
2022-08-03,35.0,500.0,Yolo
2022-08-04,40.0,590.0,Yolo
2022-08-05,29.0,377.0,Yolo
2022-08-06,7.0,141.0,Yolo
2022-08-07,4.0,46.0,Yolo
2022-08-08,0.0,0.0,Yolo
2020-02-01,0.0,0.0,Merced
2020-02-02,0.0,0.0,Merced
2020-02-03,0.0,0.0,Merced
2020-02-04,0.0,0.0,Merced
2020-02-05,0.0,0.0,Merced
2020-02-06,0.0,0.0,Merced
2020-02-07,0.0,0.0,Merced
2020-02-08,0.0,0.0,Merced
2020-02-09,0.0,0.0,Merced
2020-02-10,0.0,1.0,Merced
2020-02-11,0.0,0.0,Merced
2020-02-12,0.0,0.0,Merced
2020-02-13,0.0,0.0,Merced
2020-02-14,0.0,0.0,Merced
2020-02-15,0.0,0.0,Merced
2020-02-16,0.0,0.0,Merced
2020-02-17,0.0,0.0,Merced
2020-02-18,0.0,0.0,Merced
2020-02-19,0.0,0.0,Merced
2020-02-20,0.0,0.0,Merced
2020-02-21,0.0,0.0,Merced
2020-02-22,0.0,0.0,Merced
2020-02-23,0.0,0.0,Merced
2020-02-24,0.0,0.0,Merced
2020-02-25,0.0,0.0,Merced
2020-02-26,1.0,0.0,Merced
2020-02-27,0.0,0.0,Merced
2020-02-28,0.0,0.0,Merced
2020-02-29,0.0,0.0,Merced
2020-03-01,0.0,0.0,Merced
2020-03-02,0.0,0.0,Merced
2020-03-03,1.0,2.0,Merced
2020-03-04,0.0,0.0,Merced
2020-03-05,0.0,2.0,Merced
2020-03-06,0.0,0.0,Merced
2020-03-07,0.0,1.0,Merced
2020-03-08,0.0,1.0,Merced
2020-03-09,0.0,6.0,Merced
2020-03-10,0.0,8.0,Merced
2020-03-11,0.0,12.0,Merced
2020-03-12,0.0,16.0,Merced
2020-03-13,0.0,25.0,Merced
2020-03-14,1.0,12.0,Merced
2020-03-15,0.0,10.0,Merced
2020-03-16,2.0,38.0,Merced
2020-03-17,0.0,40.0,Merced
2020-03-18,0.0,24.0,Merced
2020-03-19,0.0,27.0,Merced
2020-03-20,1.0,33.0,Merced
2020-03-21,0.0,9.0,Merced
2020-03-22,1.0,17.0,Merced
2020-03-23,4.0,35.0,Merced
2020-03-24,6.0,37.0,Merced
2020-03-25,2.0,55.0,Merced
2020-03-26,4.0,47.0,Merced
2020-03-27,3.0,64.0,Merced
2020-03-28,1.0,33.0,Merced
2020-03-29,1.0,20.0,Merced
2020-03-30,1.0,65.0,Merced
2020-03-31,4.0,73.0,Merced
2020-04-01,5.0,79.0,Merced
2020-04-02,3.0,51.0,Merced
2020-04-03,5.0,89.0,Merced
2020-04-04,3.0,22.0,Merced
2020-04-05,4.0,20.0,Merced
2020-04-06,7.0,62.0,Merced
2020-04-07,7.0,95.0,Merced
2020-04-08,15.0,135.0,Merced
2020-04-09,15.0,92.0,Merced
2020-04-10,3.0,74.0,Merced
2020-04-11,3.0,32.0,Merced
2020-04-12,3.0,20.0,Merced
2020-04-13,6.0,84.0,Merced
2020-04-14,1.0,42.0,Merced
2020-04-15,7.0,57.0,Merced
2020-04-16,2.0,41.0,Merced
2020-04-17,6.0,79.0,Merced
2020-04-18,1.0,25.0,Merced
2020-04-19,2.0,22.0,Merced
2020-04-20,5.0,43.0,Merced
2020-04-21,7.0,79.0,Merced
2020-04-22,4.0,57.0,Merced
2020-04-23,12.0,112.0,Merced
2020-04-24,4.0,69.0,Merced
2020-04-25,3.0,33.0,Merced
2020-04-26,0.0,20.0,Merced
2020-04-27,17.0,88.0,Merced
2020-04-28,3.0,99.0,Merced
2020-04-29,7.0,85.0,Merced
2020-04-30,7.0,143.0,Merced
2020-05-01,7.0,268.0,Merced
2020-05-02,3.0,42.0,Merced
2020-05-03,3.0,40.0,Merced
2020-05-04,8.0,308.0,Merced
2020-05-05,0.0,219.0,Merced
2020-05-06,5.0,283.0,Merced
2020-05-07,7.0,280.0,Merced
2020-05-08,8.0,270.0,Merced
2020-05-09,1.0,47.0,Merced
2020-05-10,4.0,40.0,Merced
2020-05-11,15.0,231.0,Merced
2020-05-12,15.0,262.0,Merced
2020-05-13,11.0,180.0,Merced
2020-05-14,3.0,125.0,Merced
2020-05-15,11.0,204.0,Merced
2020-05-16,3.0,35.0,Merced
2020-05-17,2.0,29.0,Merced
2020-05-18,11.0,253.0,Merced
2020-05-19,9.0,217.0,Merced
2020-05-20,8.0,212.0,Merced
2020-05-21,7.0,187.0,Merced
2020-05-22,11.0,282.0,Merced
2020-05-23,0.0,58.0,Merced
2020-05-24,3.0,32.0,Merced
2020-05-25,1.0,32.0,Merced
2020-05-26,7.0,335.0,Merced
2020-05-27,15.0,270.0,Merced
2020-05-28,4.0,181.0,Merced
2020-05-29,9.0,318.0,Merced
2020-05-30,5.0,178.0,Merced
2020-05-31,1.0,75.0,Merced
2020-06-01,27.0,388.0,Merced
2020-06-02,19.0,351.0,Merced
2020-06-03,16.0,287.0,Merced
2020-06-04,14.0,243.0,Merced
2020-06-05,20.0,391.0,Merced
2020-06-06,2.0,68.0,Merced
2020-06-07,1.0,64.0,Merced
2020-06-08,33.0,451.0,Merced
2020-06-09,34.0,343.0,Merced
2020-06-10,29.0,327.0,Merced
2020-06-11,33.0,289.0,Merced
2020-06-12,40.0,382.0,Merced
2020-06-13,34.0,114.0,Merced
2020-06-14,18.0,154.0,Merced
2020-06-15,51.0,469.0,Merced
2020-06-16,46.0,392.0,Merced
2020-06-17,48.0,517.0,Merced
2020-06-18,72.0,425.0,Merced
2020-06-19,52.0,449.0,Merced
2020-06-20,45.0,112.0,Merced
2020-06-21,40.0,90.0,Merced
2020-06-22,95.0,639.0,Merced
2020-06-23,89.0,672.0,Merced
2020-06-24,98.0,708.0,Merced
2020-06-25,86.0,594.0,Merced
2020-06-26,87.0,709.0,Merced
2020-06-27,46.0,198.0,Merced
2020-06-28,58.0,128.0,Merced
2020-06-29,113.0,665.0,Merced
2020-06-30,106.0,599.0,Merced
2020-07-01,137.0,642.0,Merced
2020-07-02,98.0,756.0,Merced
2020-07-03,97.0,533.0,Merced
2020-07-04,66.0,135.0,Merced
2020-07-05,102.0,149.0,Merced
2020-07-06,145.0,885.0,Merced
2020-07-07,151.0,906.0,Merced
2020-07-08,174.0,907.0,Merced
2020-07-09,120.0,700.0,Merced
2020-07-10,133.0,807.0,Merced
2020-07-11,79.0,260.0,Merced
2020-07-12,81.0,165.0,Merced
2020-07-13,130.0,1001.0,Merced
2020-07-14,149.0,847.0,Merced
2020-07-15,179.0,1013.0,Merced
2020-07-16,150.0,938.0,Merced
2020-07-17,162.0,758.0,Merced
2020-07-18,76.0,269.0,Merced
2020-07-19,119.0,385.0,Merced
2020-07-20,207.0,996.0,Merced
2020-07-21,170.0,881.0,Merced
2020-07-22,179.0,867.0,Merced
2020-07-23,126.0,778.0,Merced
2020-07-24,157.0,841.0,Merced
2020-07-25,85.0,318.0,Merced
2020-07-26,79.0,231.0,Merced
2020-07-27,180.0,1194.0,Merced
2020-07-28,140.0,914.0,Merced
2020-07-29,145.0,1001.0,Merced
2020-07-30,140.0,883.0,Merced
2020-07-31,165.0,1040.0,Merced
2020-08-01,83.0,278.0,Merced
2020-08-02,48.0,172.0,Merced
2020-08-03,142.0,1110.0,Merced
2020-08-04,122.0,791.0,Merced
2020-08-05,114.0,959.0,Merced
2020-08-06,135.0,904.0,Merced
2020-08-07,102.0,936.0,Merced
2020-08-08,43.0,201.0,Merced
2020-08-09,40.0,143.0,Merced
2020-08-10,97.0,825.0,Merced
2020-08-11,81.0,801.0,Merced
2020-08-12,95.0,1003.0,Merced
2020-08-13,62.0,942.0,Merced
2020-08-14,117.0,858.0,Merced
2020-08-15,30.0,181.0,Merced
2020-08-16,34.0,145.0,Merced
2020-08-17,82.0,1146.0,Merced
2020-08-18,95.0,877.0,Merced
2020-08-19,48.0,902.0,Merced
2020-08-20,127.0,973.0,Merced
2020-08-21,75.0,1020.0,Merced
2020-08-22,29.0,181.0,Merced
2020-08-23,28.0,149.0,Merced
2020-08-24,69.0,1377.0,Merced
2020-08-25,78.0,906.0,Merced
2020-08-26,67.0,937.0,Merced
2020-08-27,33.0,858.0,Merced
2020-08-28,44.0,937.0,Merced
2020-08-29,30.0,368.0,Merced
2020-08-30,30.0,194.0,Merced
2020-08-31,75.0,1634.0,Merced
2020-09-01,62.0,968.0,Merced
2020-09-02,53.0,2152.0,Merced
2020-09-03,31.0,1236.0,Merced
2020-09-04,42.0,954.0,Merced
2020-09-05,20.0,1358.0,Merced
2020-09-06,32.0,206.0,Merced
2020-09-07,20.0,128.0,Merced
2020-09-08,47.0,1375.0,Merced
2020-09-09,23.0,951.0,Merced
2020-09-10,26.0,649.0,Merced
2020-09-11,46.0,1014.0,Merced
2020-09-12,21.0,184.0,Merced
2020-09-13,9.0,100.0,Merced
2020-09-14,34.0,1036.0,Merced
2020-09-15,19.0,783.0,Merced
2020-09-16,30.0,821.0,Merced
2020-09-17,21.0,837.0,Merced
2020-09-18,19.0,977.0,Merced
2020-09-19,12.0,242.0,Merced
2020-09-20,11.0,135.0,Merced
2020-09-21,27.0,1084.0,Merced
2020-09-22,19.0,712.0,Merced
2020-09-23,30.0,803.0,Merced
2020-09-24,21.0,968.0,Merced
2020-09-25,29.0,869.0,Merced
2020-09-26,16.0,204.0,Merced
2020-09-27,12.0,135.0,Merced
2020-09-28,34.0,947.0,Merced
2020-09-29,28.0,858.0,Merced
2020-09-30,13.0,635.0,Merced
2020-10-01,20.0,626.0,Merced
2020-10-02,28.0,682.0,Merced
2020-10-03,10.0,181.0,Merced
2020-10-04,13.0,132.0,Merced
2020-10-05,25.0,838.0,Merced
2020-10-06,19.0,985.0,Merced
2020-10-07,36.0,746.0,Merced
2020-10-08,37.0,877.0,Merced
2020-10-09,20.0,885.0,Merced
2020-10-10,14.0,163.0,Merced
2020-10-11,6.0,155.0,Merced
2020-10-12,18.0,817.0,Merced
2020-10-13,21.0,917.0,Merced
2020-10-14,17.0,714.0,Merced
2020-10-15,25.0,714.0,Merced
2020-10-16,27.0,599.0,Merced
2020-10-17,17.0,159.0,Merced
2020-10-18,14.0,181.0,Merced
2020-10-19,35.0,888.0,Merced
2020-10-20,25.0,922.0,Merced
2020-10-21,22.0,876.0,Merced
2020-10-22,24.0,891.0,Merced
2020-10-23,28.0,892.0,Merced
2020-10-24,14.0,168.0,Merced
2020-10-25,24.0,136.0,Merced
2020-10-26,65.0,1052.0,Merced
2020-10-27,47.0,994.0,Merced
2020-10-28,41.0,941.0,Merced
2020-10-29,26.0,903.0,Merced
2020-10-30,52.0,832.0,Merced
2020-10-31,32.0,189.0,Merced
2020-11-01,33.0,232.0,Merced
2020-11-02,61.0,945.0,Merced
2020-11-03,62.0,1207.0,Merced
2020-11-04,53.0,834.0,Merced
2020-11-05,49.0,1084.0,Merced
2020-11-06,59.0,778.0,Merced
2020-11-07,40.0,230.0,Merced
2020-11-08,32.0,224.0,Merced
2020-11-09,75.0,1367.0,Merced
2020-11-10,103.0,1186.0,Merced
2020-11-11,62.0,777.0,Merced
2020-11-12,71.0,1360.0,Merced
2020-11-13,114.0,963.0,Merced
2020-11-14,56.0,317.0,Merced
2020-11-15,56.0,313.0,Merced
2020-11-16,133.0,1770.0,Merced
2020-11-17,138.0,1416.0,Merced
2020-11-18,144.0,1670.0,Merced
2020-11-19,116.0,1396.0,Merced
2020-11-20,141.0,1286.0,Merced
2020-11-21,86.0,357.0,Merced
2020-11-22,61.0,343.0,Merced
2020-11-23,149.0,1806.0,Merced
2020-11-24,188.0,1986.0,Merced
2020-11-25,188.0,1372.0,Merced
2020-11-26,58.0,110.0,Merced
2020-11-27,147.0,1158.0,Merced
2020-11-28,106.0,499.0,Merced
2020-11-29,98.0,487.0,Merced
2020-11-30,239.0,2646.0,Merced
2020-12-01,275.0,2235.0,Merced
2020-12-02,243.0,2259.0,Merced
2020-12-03,244.0,2335.0,Merced
2020-12-04,245.0,1877.0,Merced
2020-12-05,115.0,484.0,Merced
2020-12-06,107.0,526.0,Merced
2020-12-07,335.0,3381.0,Merced
2020-12-08,359.0,2813.0,Merced
2020-12-09,311.0,1965.0,Merced
2020-12-10,241.0,2842.0,Merced
2020-12-11,246.0,2361.0,Merced
2020-12-12,120.0,569.0,Merced
2020-12-13,91.0,536.0,Merced
2020-12-14,351.0,3212.0,Merced
2020-12-15,407.0,2765.0,Merced
2020-12-16,298.0,2062.0,Merced
2020-12-17,286.0,3033.0,Merced
2020-12-18,262.0,2281.0,Merced
2020-12-19,81.0,477.0,Merced
2020-12-20,139.0,787.0,Merced
2020-12-21,316.0,3307.0,Merced
2020-12-22,250.0,2119.0,Merced
2020-12-23,246.0,2161.0,Merced
2020-12-24,156.0,1258.0,Merced
2020-12-25,70.0,99.0,Merced
2020-12-26,161.0,528.0,Merced
2020-12-27,159.0,619.0,Merced
2020-12-28,368.0,2976.0,Merced
2020-12-29,320.0,2197.0,Merced
2020-12-30,350.0,2677.0,Merced
2020-12-31,290.0,1649.0,Merced
2021-01-01,90.0,142.0,Merced
2021-01-02,184.0,672.0,Merced
2021-01-03,142.0,826.0,Merced
2021-01-04,467.0,3502.0,Merced
2021-01-05,414.0,2831.0,Merced
2021-01-06,351.0,2075.0,Merced
2021-01-07,336.0,2805.0,Merced
2021-01-08,321.0,2283.0,Merced
2021-01-09,195.0,594.0,Merced
2021-01-10,142.0,605.0,Merced
2021-01-11,272.0,3201.0,Merced
2021-01-12,323.0,2763.0,Merced
2021-01-13,251.0,1897.0,Merced
2021-01-14,238.0,2517.0,Merced
2021-01-15,227.0,2002.0,Merced
2021-01-16,113.0,553.0,Merced
2021-01-17,88.0,442.0,Merced
2021-01-18,212.0,2669.0,Merced
2021-01-19,245.0,2736.0,Merced
2021-01-20,212.0,1803.0,Merced
